Категория;URL товара;Бренд;Путь;Фото основные;Фото дополнительные;Применение HTML;Номер заказа;D;D1;DK;H1;H2;H3;Нагрузка, кг;Наличие, шт;Цена, руб. с НДС;Форма;Мат. основы;Материал комп.;H;Коэффициент работоспособности (C), Н;Подходящая распорная втулка;DB +0,5;S;Материал;Поверхность;D2;D3;D4;E;K;L;M;F1 макс., кг;F2 макс., кг;B;L1;SW;Допустимая нагрузка, кг;Исполнение;B1;Подходящий сварной шов;S, дюймы;Описание
A53112 Ролики шаровые из нержавеющей стали и пластика с фланцем;https://alterv.ru/catalog/roliki_sharovye/a53112_roliki_sharovye_iz_nerzhaveyushchey_stali_i_plastika_s_flantsem/;Алтервиа;Главная > Каталог > Промышленная фурнитура > Приспособления для транспортировки > Ролики шаровые > A53112 Ролики шаровые из нержавеющей стали и пластика с фланцем;https://alterv.ru/upload/iblock/903/kph72ejw6wea1lyi6cvoin7cuepno2yd/a53112_roliki_sharovye.png;https://alterv.ru/upload/iblock/b0d/squv4djiq4nkw6jqbory0vcp95xq6iw1/a53112_roliki_sharovye_chertezh.png;"<h2><span style=""font-size: 13pt;"">Материалы:</span></h2>
<ul>
	<li>Корпус и крышка из нержавеющей стали.</li>
	<li>Опорный шарик из полиацеталя POM.</li>
	<li>Несущие шарики из нержавеющей стали SUS440C.</li>
</ul>";A53112.311150;15;17;8,73;9;2,5;1;3,4;Под заказ;831,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a53112_roliki_sharovye_iz_nerzhaveyushchey_stali_i_plastika__table_1.png"" style=""width: 486px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материалы:</span></h2>
<ul>
	<li>Корпус и крышка из нержавеющей стали.</li>
	<li>Опорный шарик из полиацеталя POM.</li>
	<li>Несущие шарики из нержавеющей стали SUS440C.</li>
</ul></span>"
A53112 Ролики шаровые из нержавеющей стали и пластика с фланцем;https://alterv.ru/catalog/roliki_sharovye/a53112_roliki_sharovye_iz_nerzhaveyushchey_stali_i_plastika_s_flantsem/;Алтервиа;Главная > Каталог > Промышленная фурнитура > Приспособления для транспортировки > Ролики шаровые > A53112 Ролики шаровые из нержавеющей стали и пластика с фланцем;https://alterv.ru/upload/iblock/903/kph72ejw6wea1lyi6cvoin7cuepno2yd/a53112_roliki_sharovye.png;https://alterv.ru/upload/iblock/b0d/squv4djiq4nkw6jqbory0vcp95xq6iw1/a53112_roliki_sharovye_chertezh.png;"<h2><span style=""font-size: 13pt;"">Материалы:</span></h2>
<ul>
	<li>Корпус и крышка из нержавеющей стали.</li>
	<li>Опорный шарик из полиацеталя POM.</li>
	<li>Несущие шарики из нержавеющей стали SUS440C.</li>
</ul>";A53112.311180;18;20;10,32;10;3,5;1;5,5;Под заказ;911,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a53112_roliki_sharovye_iz_nerzhaveyushchey_stali_i_plastika__table_1.png"" style=""width: 486px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материалы:</span></h2>
<ul>
	<li>Корпус и крышка из нержавеющей стали.</li>
	<li>Опорный шарик из полиацеталя POM.</li>
	<li>Несущие шарики из нержавеющей стали SUS440C.</li>
</ul></span>"
A53112 Ролики шаровые из нержавеющей стали и пластика с фланцем;https://alterv.ru/catalog/roliki_sharovye/a53112_roliki_sharovye_iz_nerzhaveyushchey_stali_i_plastika_s_flantsem/;Алтервиа;Главная > Каталог > Промышленная фурнитура > Приспособления для транспортировки > Ролики шаровые > A53112 Ролики шаровые из нержавеющей стали и пластика с фланцем;https://alterv.ru/upload/iblock/903/kph72ejw6wea1lyi6cvoin7cuepno2yd/a53112_roliki_sharovye.png;https://alterv.ru/upload/iblock/b0d/squv4djiq4nkw6jqbory0vcp95xq6iw1/a53112_roliki_sharovye_chertezh.png;"<h2><span style=""font-size: 13pt;"">Материалы:</span></h2>
<ul>
	<li>Корпус и крышка из нержавеющей стали.</li>
	<li>Опорный шарик из полиацеталя POM.</li>
	<li>Несущие шарики из нержавеющей стали SUS440C.</li>
</ul>";A53112.311240;24;26;15,87;14;5,3;1;6,9;Под заказ;1242,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a53112_roliki_sharovye_iz_nerzhaveyushchey_stali_i_plastika__table_1.png"" style=""width: 486px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материалы:</span></h2>
<ul>
	<li>Корпус и крышка из нержавеющей стали.</li>
	<li>Опорный шарик из полиацеталя POM.</li>
	<li>Несущие шарики из нержавеющей стали SUS440C.</li>
</ul></span>"
A53112 Ролики шаровые из нержавеющей стали и пластика с фланцем;https://alterv.ru/catalog/roliki_sharovye/a53112_roliki_sharovye_iz_nerzhaveyushchey_stali_i_plastika_s_flantsem/;Алтервиа;Главная > Каталог > Промышленная фурнитура > Приспособления для транспортировки > Ролики шаровые > A53112 Ролики шаровые из нержавеющей стали и пластика с фланцем;https://alterv.ru/upload/iblock/903/kph72ejw6wea1lyi6cvoin7cuepno2yd/a53112_roliki_sharovye.png;https://alterv.ru/upload/iblock/b0d/squv4djiq4nkw6jqbory0vcp95xq6iw1/a53112_roliki_sharovye_chertezh.png;"<h2><span style=""font-size: 13pt;"">Материалы:</span></h2>
<ul>
	<li>Корпус и крышка из нержавеющей стали.</li>
	<li>Опорный шарик из полиацеталя POM.</li>
	<li>Несущие шарики из нержавеющей стали SUS440C.</li>
</ul>";A53112.311300;30;32;19,05;17;6,3;1;8,2;Под заказ;1658,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a53112_roliki_sharovye_iz_nerzhaveyushchey_stali_i_plastika__table_1.png"" style=""width: 486px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материалы:</span></h2>
<ul>
	<li>Корпус и крышка из нержавеющей стали.</li>
	<li>Опорный шарик из полиацеталя POM.</li>
	<li>Несущие шарики из нержавеющей стали SUS440C.</li>
</ul></span>"
K0760 Ролики шаровые с фланцем;https://alterv.ru/catalog/roliki_sharovye/k0760_roliki_sharovye_s_flantsem/;Kipp;Главная > Каталог > Промышленная фурнитура > Приспособления для транспортировки > Ролики шаровые > K0760 Ролики шаровые с фланцем;https://alterv.ru/upload/iblock/f0e/k0760_roliki_sharovye.png, https://alterv.ru/upload/iblock/434/k0760_roliki_ustanovka1.png, https://alterv.ru/upload/iblock/207/k0760_roliki_ustanovka2.png;https://alterv.ru/upload/iblock/742/Z95150_Kugelrollen_Stahlblechgehaeuse_Ball_transfer_units_with_steel_housing_nn_ru.jpg;"<h2><span style=""font-size: 13pt;"">Материалы (на выбор):</span></h2>
 <b>Форма B:</b>
<ul>
	<li>Опорный шарик, несущие шарики, корпус и крышка из стали.</li>
</ul>
 <b>Форма C:</b>
<ul>
	<li>Опорный и несущие шарики из нержавеющей стали.</li>
	<li>Корпус и крышка из стали.</li>
</ul>
 <b>Форма D:</b>
<ul>
	<li>Опорный шарик, несущие шарики, корпус и крышка из нержавеющей стали.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Корпус и крышка оцинкованные (только для форм B, C).</li>
	<li>Шаровые ролики в исполнении K0760.115 не имеет фетрового уплотнения.</li>
</ul>";K0760.115;24 ±0,065;31;15,8;9,5;2,8;;;Под заказ;1740,27;B;Сталь;Сталь;21;600;K0766.024;;;;;;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0760_roliki_sharovye_s_flantsem_table_1.png"" style=""width: 1298px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материалы (на выбор):</span></h2>
 <b>Форма B:</b>
<ul>
	<li>Опорный шарик, несущие шарики, корпус и крышка из стали.</li>
</ul>
 <b>Форма C:</b>
<ul>
	<li>Опорный и несущие шарики из нержавеющей стали.</li>
	<li>Корпус и крышка из стали.</li>
</ul>
 <b>Форма D:</b>
<ul>
	<li>Опорный шарик, несущие шарики, корпус и крышка из нержавеющей стали.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>Корпус и крышка оцинкованные (только для форм B, C).</li>
	<li>Шаровые ролики в исполнении K0760.115 не имеет фетрового уплотнения.</li>
</ul></span>"
K0760 Ролики шаровые с фланцем;https://alterv.ru/catalog/roliki_sharovye/k0760_roliki_sharovye_s_flantsem/;Kipp;Главная > Каталог > Промышленная фурнитура > Приспособления для транспортировки > Ролики шаровые > K0760 Ролики шаровые с фланцем;https://alterv.ru/upload/iblock/f0e/k0760_roliki_sharovye.png, https://alterv.ru/upload/iblock/434/k0760_roliki_ustanovka1.png, https://alterv.ru/upload/iblock/207/k0760_roliki_ustanovka2.png;https://alterv.ru/upload/iblock/742/Z95150_Kugelrollen_Stahlblechgehaeuse_Ball_transfer_units_with_steel_housing_nn_ru.jpg;"<h2><span style=""font-size: 13pt;"">Материалы (на выбор):</span></h2>
 <b>Форма B:</b>
<ul>
	<li>Опорный шарик, несущие шарики, корпус и крышка из стали.</li>
</ul>
 <b>Форма C:</b>
<ul>
	<li>Опорный и несущие шарики из нержавеющей стали.</li>
	<li>Корпус и крышка из стали.</li>
</ul>
 <b>Форма D:</b>
<ul>
	<li>Опорный шарик, несущие шарики, корпус и крышка из нержавеющей стали.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Корпус и крышка оцинкованные (только для форм B, C).</li>
	<li>Шаровые ролики в исполнении K0760.115 не имеет фетрового уплотнения.</li>
</ul>";K0760.122;36 ±0,08;45;22,2;9,8;2,8;;;Под заказ;2777,05;B;Сталь;Сталь;30;1600;K0766.036;;;;;;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0760_roliki_sharovye_s_flantsem_table_1.png"" style=""width: 1298px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материалы (на выбор):</span></h2>
 <b>Форма B:</b>
<ul>
	<li>Опорный шарик, несущие шарики, корпус и крышка из стали.</li>
</ul>
 <b>Форма C:</b>
<ul>
	<li>Опорный и несущие шарики из нержавеющей стали.</li>
	<li>Корпус и крышка из стали.</li>
</ul>
 <b>Форма D:</b>
<ul>
	<li>Опорный шарик, несущие шарики, корпус и крышка из нержавеющей стали.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>Корпус и крышка оцинкованные (только для форм B, C).</li>
	<li>Шаровые ролики в исполнении K0760.115 не имеет фетрового уплотнения.</li>
</ul></span>"
K0760 Ролики шаровые с фланцем;https://alterv.ru/catalog/roliki_sharovye/k0760_roliki_sharovye_s_flantsem/;Kipp;Главная > Каталог > Промышленная фурнитура > Приспособления для транспортировки > Ролики шаровые > K0760 Ролики шаровые с фланцем;https://alterv.ru/upload/iblock/f0e/k0760_roliki_sharovye.png, https://alterv.ru/upload/iblock/434/k0760_roliki_ustanovka1.png, https://alterv.ru/upload/iblock/207/k0760_roliki_ustanovka2.png;https://alterv.ru/upload/iblock/742/Z95150_Kugelrollen_Stahlblechgehaeuse_Ball_transfer_units_with_steel_housing_nn_ru.jpg;"<h2><span style=""font-size: 13pt;"">Материалы (на выбор):</span></h2>
 <b>Форма B:</b>
<ul>
	<li>Опорный шарик, несущие шарики, корпус и крышка из стали.</li>
</ul>
 <b>Форма C:</b>
<ul>
	<li>Опорный и несущие шарики из нержавеющей стали.</li>
	<li>Корпус и крышка из стали.</li>
</ul>
 <b>Форма D:</b>
<ul>
	<li>Опорный шарик, несущие шарики, корпус и крышка из нержавеющей стали.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Корпус и крышка оцинкованные (только для форм B, C).</li>
	<li>Шаровые ролики в исполнении K0760.115 не имеет фетрового уплотнения.</li>
</ul>";K0760.130;45 ±0,08;55;30;13,8;4;;;Под заказ;5146,77;B;Сталь;Сталь;37;3000;K0766.045;;;;;;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0760_roliki_sharovye_s_flantsem_table_1.png"" style=""width: 1298px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материалы (на выбор):</span></h2>
 <b>Форма B:</b>
<ul>
	<li>Опорный шарик, несущие шарики, корпус и крышка из стали.</li>
</ul>
 <b>Форма C:</b>
<ul>
	<li>Опорный и несущие шарики из нержавеющей стали.</li>
	<li>Корпус и крышка из стали.</li>
</ul>
 <b>Форма D:</b>
<ul>
	<li>Опорный шарик, несущие шарики, корпус и крышка из нержавеющей стали.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>Корпус и крышка оцинкованные (только для форм B, C).</li>
	<li>Шаровые ролики в исполнении K0760.115 не имеет фетрового уплотнения.</li>
</ul></span>"
K0760 Ролики шаровые с фланцем;https://alterv.ru/catalog/roliki_sharovye/k0760_roliki_sharovye_s_flantsem/;Kipp;Главная > Каталог > Промышленная фурнитура > Приспособления для транспортировки > Ролики шаровые > K0760 Ролики шаровые с фланцем;https://alterv.ru/upload/iblock/f0e/k0760_roliki_sharovye.png, https://alterv.ru/upload/iblock/434/k0760_roliki_ustanovka1.png, https://alterv.ru/upload/iblock/207/k0760_roliki_ustanovka2.png;https://alterv.ru/upload/iblock/742/Z95150_Kugelrollen_Stahlblechgehaeuse_Ball_transfer_units_with_steel_housing_nn_ru.jpg;"<h2><span style=""font-size: 13pt;"">Материалы (на выбор):</span></h2>
 <b>Форма B:</b>
<ul>
	<li>Опорный шарик, несущие шарики, корпус и крышка из стали.</li>
</ul>
 <b>Форма C:</b>
<ul>
	<li>Опорный и несущие шарики из нержавеющей стали.</li>
	<li>Корпус и крышка из стали.</li>
</ul>
 <b>Форма D:</b>
<ul>
	<li>Опорный шарик, несущие шарики, корпус и крышка из нержавеющей стали.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Корпус и крышка оцинкованные (только для форм B, C).</li>
	<li>Шаровые ролики в исполнении K0760.115 не имеет фетрового уплотнения.</li>
</ul>";K0760.145;62 ±0,095;75;44,5;19;4;;;Под заказ;15088,58;B;Сталь;Сталь;53,5;6100;K0766.062;;;;;;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0760_roliki_sharovye_s_flantsem_table_1.png"" style=""width: 1298px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материалы (на выбор):</span></h2>
 <b>Форма B:</b>
<ul>
	<li>Опорный шарик, несущие шарики, корпус и крышка из стали.</li>
</ul>
 <b>Форма C:</b>
<ul>
	<li>Опорный и несущие шарики из нержавеющей стали.</li>
	<li>Корпус и крышка из стали.</li>
</ul>
 <b>Форма D:</b>
<ul>
	<li>Опорный шарик, несущие шарики, корпус и крышка из нержавеющей стали.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>Корпус и крышка оцинкованные (только для форм B, C).</li>
	<li>Шаровые ролики в исполнении K0760.115 не имеет фетрового уплотнения.</li>
</ul></span>"
K0760 Ролики шаровые с фланцем;https://alterv.ru/catalog/roliki_sharovye/k0760_roliki_sharovye_s_flantsem/;Kipp;Главная > Каталог > Промышленная фурнитура > Приспособления для транспортировки > Ролики шаровые > K0760 Ролики шаровые с фланцем;https://alterv.ru/upload/iblock/f0e/k0760_roliki_sharovye.png, https://alterv.ru/upload/iblock/434/k0760_roliki_ustanovka1.png, https://alterv.ru/upload/iblock/207/k0760_roliki_ustanovka2.png;https://alterv.ru/upload/iblock/742/Z95150_Kugelrollen_Stahlblechgehaeuse_Ball_transfer_units_with_steel_housing_nn_ru.jpg;"<h2><span style=""font-size: 13pt;"">Материалы (на выбор):</span></h2>
 <b>Форма B:</b>
<ul>
	<li>Опорный шарик, несущие шарики, корпус и крышка из стали.</li>
</ul>
 <b>Форма C:</b>
<ul>
	<li>Опорный и несущие шарики из нержавеющей стали.</li>
	<li>Корпус и крышка из стали.</li>
</ul>
 <b>Форма D:</b>
<ul>
	<li>Опорный шарик, несущие шарики, корпус и крышка из нержавеющей стали.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Корпус и крышка оцинкованные (только для форм B, C).</li>
	<li>Шаровые ролики в исполнении K0760.115 не имеет фетрового уплотнения.</li>
</ul>";K0760.215;24 ±0,065;31;15,8;9,5;2,8;;;Под заказ;3559,24;C;Сталь;Нержавеющая сталь;21;600;K0766.024;;;;;;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0760_roliki_sharovye_s_flantsem_table_1.png"" style=""width: 1298px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материалы (на выбор):</span></h2>
 <b>Форма B:</b>
<ul>
	<li>Опорный шарик, несущие шарики, корпус и крышка из стали.</li>
</ul>
 <b>Форма C:</b>
<ul>
	<li>Опорный и несущие шарики из нержавеющей стали.</li>
	<li>Корпус и крышка из стали.</li>
</ul>
 <b>Форма D:</b>
<ul>
	<li>Опорный шарик, несущие шарики, корпус и крышка из нержавеющей стали.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>Корпус и крышка оцинкованные (только для форм B, C).</li>
	<li>Шаровые ролики в исполнении K0760.115 не имеет фетрового уплотнения.</li>
</ul></span>"
K0760 Ролики шаровые с фланцем;https://alterv.ru/catalog/roliki_sharovye/k0760_roliki_sharovye_s_flantsem/;Kipp;Главная > Каталог > Промышленная фурнитура > Приспособления для транспортировки > Ролики шаровые > K0760 Ролики шаровые с фланцем;https://alterv.ru/upload/iblock/f0e/k0760_roliki_sharovye.png, https://alterv.ru/upload/iblock/434/k0760_roliki_ustanovka1.png, https://alterv.ru/upload/iblock/207/k0760_roliki_ustanovka2.png;https://alterv.ru/upload/iblock/742/Z95150_Kugelrollen_Stahlblechgehaeuse_Ball_transfer_units_with_steel_housing_nn_ru.jpg;"<h2><span style=""font-size: 13pt;"">Материалы (на выбор):</span></h2>
 <b>Форма B:</b>
<ul>
	<li>Опорный шарик, несущие шарики, корпус и крышка из стали.</li>
</ul>
 <b>Форма C:</b>
<ul>
	<li>Опорный и несущие шарики из нержавеющей стали.</li>
	<li>Корпус и крышка из стали.</li>
</ul>
 <b>Форма D:</b>
<ul>
	<li>Опорный шарик, несущие шарики, корпус и крышка из нержавеющей стали.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Корпус и крышка оцинкованные (только для форм B, C).</li>
	<li>Шаровые ролики в исполнении K0760.115 не имеет фетрового уплотнения.</li>
</ul>";K0760.222;36 ±0,08;45;22,2;9,8;2,8;;;Под заказ;5026,44;C;Сталь;Нержавеющая сталь;30;1600;K0766.036;;;;;;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0760_roliki_sharovye_s_flantsem_table_1.png"" style=""width: 1298px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материалы (на выбор):</span></h2>
 <b>Форма B:</b>
<ul>
	<li>Опорный шарик, несущие шарики, корпус и крышка из стали.</li>
</ul>
 <b>Форма C:</b>
<ul>
	<li>Опорный и несущие шарики из нержавеющей стали.</li>
	<li>Корпус и крышка из стали.</li>
</ul>
 <b>Форма D:</b>
<ul>
	<li>Опорный шарик, несущие шарики, корпус и крышка из нержавеющей стали.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>Корпус и крышка оцинкованные (только для форм B, C).</li>
	<li>Шаровые ролики в исполнении K0760.115 не имеет фетрового уплотнения.</li>
</ul></span>"
K0760 Ролики шаровые с фланцем;https://alterv.ru/catalog/roliki_sharovye/k0760_roliki_sharovye_s_flantsem/;Kipp;Главная > Каталог > Промышленная фурнитура > Приспособления для транспортировки > Ролики шаровые > K0760 Ролики шаровые с фланцем;https://alterv.ru/upload/iblock/f0e/k0760_roliki_sharovye.png, https://alterv.ru/upload/iblock/434/k0760_roliki_ustanovka1.png, https://alterv.ru/upload/iblock/207/k0760_roliki_ustanovka2.png;https://alterv.ru/upload/iblock/742/Z95150_Kugelrollen_Stahlblechgehaeuse_Ball_transfer_units_with_steel_housing_nn_ru.jpg;"<h2><span style=""font-size: 13pt;"">Материалы (на выбор):</span></h2>
 <b>Форма B:</b>
<ul>
	<li>Опорный шарик, несущие шарики, корпус и крышка из стали.</li>
</ul>
 <b>Форма C:</b>
<ul>
	<li>Опорный и несущие шарики из нержавеющей стали.</li>
	<li>Корпус и крышка из стали.</li>
</ul>
 <b>Форма D:</b>
<ul>
	<li>Опорный шарик, несущие шарики, корпус и крышка из нержавеющей стали.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Корпус и крышка оцинкованные (только для форм B, C).</li>
	<li>Шаровые ролики в исполнении K0760.115 не имеет фетрового уплотнения.</li>
</ul>";K0760.230;45 ±0,08;55;30;13,8;4;;;Под заказ;8414,43;C;Сталь;Нержавеющая сталь;37;3000;K0766.045;;;;;;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0760_roliki_sharovye_s_flantsem_table_1.png"" style=""width: 1298px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материалы (на выбор):</span></h2>
 <b>Форма B:</b>
<ul>
	<li>Опорный шарик, несущие шарики, корпус и крышка из стали.</li>
</ul>
 <b>Форма C:</b>
<ul>
	<li>Опорный и несущие шарики из нержавеющей стали.</li>
	<li>Корпус и крышка из стали.</li>
</ul>
 <b>Форма D:</b>
<ul>
	<li>Опорный шарик, несущие шарики, корпус и крышка из нержавеющей стали.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>Корпус и крышка оцинкованные (только для форм B, C).</li>
	<li>Шаровые ролики в исполнении K0760.115 не имеет фетрового уплотнения.</li>
</ul></span>"
K0760 Ролики шаровые с фланцем;https://alterv.ru/catalog/roliki_sharovye/k0760_roliki_sharovye_s_flantsem/;Kipp;Главная > Каталог > Промышленная фурнитура > Приспособления для транспортировки > Ролики шаровые > K0760 Ролики шаровые с фланцем;https://alterv.ru/upload/iblock/f0e/k0760_roliki_sharovye.png, https://alterv.ru/upload/iblock/434/k0760_roliki_ustanovka1.png, https://alterv.ru/upload/iblock/207/k0760_roliki_ustanovka2.png;https://alterv.ru/upload/iblock/742/Z95150_Kugelrollen_Stahlblechgehaeuse_Ball_transfer_units_with_steel_housing_nn_ru.jpg;"<h2><span style=""font-size: 13pt;"">Материалы (на выбор):</span></h2>
 <b>Форма B:</b>
<ul>
	<li>Опорный шарик, несущие шарики, корпус и крышка из стали.</li>
</ul>
 <b>Форма C:</b>
<ul>
	<li>Опорный и несущие шарики из нержавеющей стали.</li>
	<li>Корпус и крышка из стали.</li>
</ul>
 <b>Форма D:</b>
<ul>
	<li>Опорный шарик, несущие шарики, корпус и крышка из нержавеющей стали.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Корпус и крышка оцинкованные (только для форм B, C).</li>
	<li>Шаровые ролики в исполнении K0760.115 не имеет фетрового уплотнения.</li>
</ul>";K0760.245;62 ±0,095;75;44,5;19;4;;;Под заказ;28376,73;C;Сталь;Нержавеющая сталь;53,5;6100;K0766.062;;;;;;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0760_roliki_sharovye_s_flantsem_table_1.png"" style=""width: 1298px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материалы (на выбор):</span></h2>
 <b>Форма B:</b>
<ul>
	<li>Опорный шарик, несущие шарики, корпус и крышка из стали.</li>
</ul>
 <b>Форма C:</b>
<ul>
	<li>Опорный и несущие шарики из нержавеющей стали.</li>
	<li>Корпус и крышка из стали.</li>
</ul>
 <b>Форма D:</b>
<ul>
	<li>Опорный шарик, несущие шарики, корпус и крышка из нержавеющей стали.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>Корпус и крышка оцинкованные (только для форм B, C).</li>
	<li>Шаровые ролики в исполнении K0760.115 не имеет фетрового уплотнения.</li>
</ul></span>"
